"CCG Comments","CMU","FY","Last Stage Reached","Project Assessed","Project ID","Project Name","Vertical","Approval Date","Approval Step","CO Team Lead","Could count for more adaptation","Could count for more mitigation","Country","FY Probability","GP","Lending Instrument","Potential (Y/N)","Practice Manager Name","Region","Requesting Cost Center Code","Responsible Cost Center Code","Responsible Cost Center Name","Team Lead Name","Project compliant with CDRS requirement?","CI: Climate indicator included?","CI: Name of Climate Indicator","CI: Project compliant with CI requirement?","GHG: Applicable to operation","GHG: GHG lifetime","GHG: Gross Emissions  (tCO2e, lifetime)","GHG: Net Emissions (annual average, tCO2e/year)","GHG: Net Emissions (economic lifetime, tCO2e)","GHG: Status of data","% (Climate Co-Benefits Over Total IDA/IBRD Commitment)","Net IDA/IBRD Adaptation ($M)","Net IDA/IBRD Mitigation ($M)","Total IDA/IBRD Climate Co-Benefits ($M)","% (IBRD Climate Co-Benefits Over Total IBRD Commitment)","% (IDA Climate Co-Benefits Over Total IDA Commitment)","Net IBRD Adaptation ($M)","IBRD Climate Co-Benefits ($M)","Net IBRD Mitigation ($M)","Net IDA Adaptation ($M)","IDA Climate Co-Benefits ($M)","Net IDA Mitigation ($M)","IBRD Commitment ($M)","IDA Commitment ($M)","Total IDA/IBRD Commitment ($M)","Gross IDA/IBRD Adaptation ($M)","Gross IDA/IBRD Mitigation ($M)","Dual Benefit Finance ($M)"
NA,"AECC2-AFE","FY11","","Assessed","P122251","ZR-Malaria Control Add Fin (FY11)","People",NA,"A","000086639 | Hadia Nazem Samaha ~",0,0,"Congo, Democratic Republic of","","Health Nutrition and Population","Investment","No","Trina S. Haque","AFR","AECC2","GHNDR-HIS","HIS-Health, Nutr & Population - GP","Hadia Nazem Samaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,80,80,NA,NA,NA
NA,"AECC2-AFE","FY11","","Assessed","P125677","ZR-Polio Control - Add Fin (FY11)","People",NA,"A","000086639 | Hadia Nazem Samaha ~",0,0,"Congo, Democratic Republic of","","Health Nutrition and Population","Investment","No","Trina S. Haque","AFR","AECC2","GHNDR-HIS","HIS-Health, Nutr & Population - GP","Hadia Nazem Samaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,30,30,NA,NA,NA
NA,"AECC2-AFE","FY11","","Assessed","P126683","DRC: Emergency Social Action Project AF2","People",NA,"A","000017426 | Maurizia Tovo ~",0,0,"Congo, Democratic Republic of","","Social Protection and Jobs","Investment","No","Stefano Paternostro","AFR","AECC2","GSJD1-HIS","HIS-Director","Maurizia Tovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,6.8,6.8,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P164416","Burundi Skills for Jobs: Women and Youth Project","People","2021-06-25","A","000493670 | Boubakar Lompo ~ 000500137 | Nadia Nintunze ~ 000539650 | Maroua Sallami ~",0,0,"Burundi","Firm","Education","IPF","No","Meskerem Mulatu","AFE","AECC2","HAEE2","People - Education AFE2","Boubakar Lompo","Yes","Yes","Fully functioning upgraded CEMs that are improved with climate change mitigation considerations; are accessible to the disabled and include separate toilets for females (Number)","N/A",NA,NA,NA,NA,NA,NA,"16.429",7.257142857,5.885714286,13.14285714,"  NA","16.429",0,0,0,7.257142857,13.14285714,5.885714286,0,80,80,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P168699","Girls Empowerment and Learning for All Project","People","2021-04-29","A","000419051 | Natasha De Andrade Falcao ~ 000291153 | Alex Kamurase",0,0,"Angola","Firm","Education","IPF","No","Meskerem Mulatu","AFE","AECC2","HAEE2","People - Education AFE2","Natasha De Andrade Falcao","Yes","Yes","Number of schools equipped to serve as shelters during a climate emergency/natural disaster","Yes",NA,NA,NA,NA,NA,NA,"25.080",43.2,19.5,62.7,"25.080","  NA",43.2,62.7,19.5,0,0,0,250,0,250,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P169222","Girls Empowerment and Quality Education for All Project","People","2020-12-11","A","000419051 | Natasha De Andrade Falcao ~",0,0,"Sao Tome and Principe","Firm","Education","IPF","No","Meskerem Mulatu","AFE","AECC2","HAEE2","People - Education AFE2","Natasha De Andrade Falcao","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"2.719",0.203951492,0.203951492,0.407902984,"  NA","2.719",0,0,0,0.203951492,0.407902984,0.203951492,0,15,15,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P173252","Health System Support Project (KIRA) Additional Financing 2","People","2021-04-22","A","000313423 | Laurence Lannes ~",0,0,"Burundi","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Laurence Lannes","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"1.100",0.49,0.06,0.55,"  NA","1.100",0,0,0,0.49,0.55,0.06,0,50,50,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P174539","Social Protection and Skills Development Project Additional Financing","People","2021-03-03","A","000457050 | Jordi Jose Gallego-Ayala ~ 000403751 | Leandro Costa",0,0,"Sao Tome and Principe","Firm","Social Protection and Jobs","IPF","No","Suleiman Namara","AFE","AECC2","HAES2","People - SPT & Labor AFE2","Jordi Jose Gallego-Ayala","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,8,8,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P176152","STP COVID-19  Emergency Response Project, Second Additional Financing","People","2021-05-13","A","000225265 | Carmen Carpio ~",0,0,"Sao Tome and Principe","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Carmen Carpio","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"3.667",0.11,0,0.11,"  NA","3.667",0,0,0,0.11,0.11,0,0,3,3,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P176215","Additional Financing DRC COVID-19 Strategic Preparedness and  Response Project","People","2021-06-29","A","000314213 | Sayed Ghulam ~",0,0,"Congo, Democratic Republic of","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Sayed Ghulam","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"5.492",8.238341969,2.74611399,10.98445596,"  NA","5.492",0,0,0,8.238341969,10.98445596,2.74611399,0,200,200,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P176360","STEP Third Additional Financing","People","2021-06-04","A","000348128 | Paul G. A. Bance ~ 000021775 | John A. Elder",0,0,"Congo, Democratic Republic of","Firm","Social Protection and Jobs","IPF","No","Suleiman Namara","AFE","AECC2","HAES2","People - SPT & Labor AFE2","Paul G. A. Bance","Yes","Yes","Safety net coverage expansion in areas affected by climate-related disaster","N/A",NA,NA,NA,NA,NA,NA,"18.192",37.77,7.71,45.48,"  NA","18.192",0,0,0,37.77,45.48,7.71,0,250,250,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P175327","Cash for Jobs Project","People","2021-12-14","A","000476352 | Mona Luisa Niebuhr ~ 000536535 | Aissata Coulibaly ~ 000538560 | Jacqueline Manisabwe ~",0,0,"Burundi","Firm","Social Protection and Jobs","IPF","No","Suleiman Namara","AFE","AECC2","HAES2","People - SPT & Labor AFE2","Mona Luisa Niebuhr","Yes","Yes","Number of approved productive inclusion with direct impact on climate change resilience (Number)","Yes",NA,NA,NA,NA,NA,NA,"21.233",31.85,0,31.85,"  NA","21.233",0,0,0,31.85,31.85,0,0,150,150,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P176630","Angola COVID-19 Strategic Preparedness And Response Project","People","2021-07-29","A","000258212 | Humberto Albino Cossa ~ 000290682 | Renzo Efren Sotomayor Noel",0,0,"Angola","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Humberto Albino Cossa","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"1.993",2.36,0.63,2.99,"1.993","  NA",2.36,2.99,0.63,0,0,0,150,0,150,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P177769","Additional Financing to the Burundi COVID-19 Preparedness and Response Project","People","2021-12-22","A","000341313 | Omer Ramses Zang Sidjou ~",0,0,"Burundi","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Omer Ramses Zang Sidjou","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"0.883",0.53,0,0.53,"  NA","0.883",0,0,0,0.53,0.53,0,0,60,60,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P178018","Social Protection COVID-19 response and recovery","People","2022-05-02","A","000546105 | Guillaume Kroll ~ 000236721 | Snjezana Plevko",0,0,"Sao Tome and Principe","Firm","Social Protection and Jobs","IPF","No","Suleiman Namara","AFE","AECC2","HAES2","People - SPT & Labor AFE2","Guillaume Kroll","Yes","Yes","Households in areas highly exposed to climate hazards pre-registered in the SIIPS [the Theory of Change further documents connection between SIIPS and climate resilience]","N/A",NA,NA,NA,NA,NA,NA,"10.778",1.94,0,1.94,"  NA","10.778",0,0,0,1.94,1.94,0,0,18,18,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P178816","DRC Multisectoral Nutrition and Health Project","People","2022-05-31","A","000344319 | Lisa Shireen Saldanha ~ 000315867 | Wezi Marianne Msisha",0,0,"Congo, Democratic Republic of","Firm","Health Nutrition and Population","IPF","No","Ronald Upenyu Mutasa","AFE","AECC2","HAEH2","People - HNP AFE2","Lisa Shireen Saldanha","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"2.500",1.25,0,1.25,"  NA","2.500",0,0,0,1.25,1.25,0,0,50,50,NA,NA,NA
NA,"AECC2-AFE","FY18","Bank Approved","Assessed","P159052","Angola: Commercial Agriculture Development Project","Planet","2018-05-29","A","000465118 | Julia Isabel Navarro Espinal ~ 000544669 | Delfim Mampassi E Martins Mawete",0,0,"Angola","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Julia Isabel Navarro Espinal","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.138",14.96,7.32,22.28,"17.138","  NA",14.96,22.28,7.32,0,0,0,130,0,130,NA,NA,NA
NA,"AECC2-AFE","FY18","Bank Approved","Assessed","P160613","Burundi Landscape Restoration and Resilience Project","Planet","2018-04-11","A","000107150 | Enos E. Esikuri ~",0,0,"Burundi","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFE","AECC2","SAEE3-HIS","AFR ENR PM 3","Enos E. Esikuri","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.667",14.76,12.44,27.2,"  NA","90.667",0,0,0,14.76,27.2,12.44,0,30,30,NA,NA,NA
NA,"AECC2-AFE","FY18","Begin Negotiation","Assessed","P167201","Additional Financing - Second Water Institutional Development Project","Planet","2018-06-21","A","000380782 | Camilo Lombana Cordoba ~",0,0,"Angola","Firm","Water","Investment","No","Soma Ghosh Moulik","AFE","AECC2","SAEW2","Water Africa 3","Camilo Lombana Cordoba","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,150,0,150,NA,NA,NA
NA,"AECC2-AFE","FY20","Bank Approved","Assessed","P163610","Luanda Bita Water Supply Guarantee Project","Planet","2019-07-16","A","000368441 | Antonio Rodriguez Serrano ~ 000316880 | Berta Adelaide Da Silva Macheve",0,0,"Angola","Firm","Water","Investment","No","Soma Ghosh Moulik","AFE","AECC2","SAEW2","Water Africa 3","Antonio Rodriguez Serrano","Yes",NA,NA,NA,"Y","21.00007145","1,302,577","-111,970","-2,351,378","GHG data finalized","75.000",187.5,187.5,375,"75.000","  NA",187.5,375,187.5,0,0,0,500,0,500,NA,NA,NA
NA,"AECC2-AFE","FY20","Bank Approved","Assessed","P169315","Burundi Integrated Community Development Project","Planet","2020-02-28","A","000491783 | Dario Zanardi ~ 000543608 | Patience Balomba Mpanzu",0,0,"Burundi","Firm","Social Sustainability and Inclusion","Investment","No","Varalakshmi Vemuru","AFE","AECC2","SAESO","SSI Social OPS Unit","Dario Zanardi","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.067",3.3,2.14,5.44,"  NA","9.067",0,0,0,3.3,5.44,2.14,0,60,60,NA,NA,NA
NA,"AECC2-AFE","FY19","Bank Approved","Assessed","P166763","DRC - Gender Based Violence Prevention and Response Project","Planet","2018-08-30","A","000234231 | Hiska Noemi Reyes ~",0,0,"Congo, Democratic Republic of","Firm","Social Urban Rural and Resilience","Investment","No","Varalakshmi Vemuru","AFE","AECC2","SAES3-HIS","Social AFR 3","Hiska Noemi Reyes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,100,100,NA,NA,NA
NA,"AECC2-AFE","FY17","Bank Approved","Assessed","P151224","AO:Water Sector Institutional Dev.2","Planet","2017-03-10","A","000395117 | Marco Antonio Aguero ~ 000316880 | Berta Adelaide Da Silva Macheve",0,0,"Angola","Firm","Water","Investment","No","Soma Ghosh Moulik","AFE","AECC2","SAEW2","Water Africa 3","Marco Antonio Aguero","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,200,0,200,NA,NA,NA
NA,"AECC2-AFE","FY17","Bank Approved","Assessed","P154447","AO -Smallholder Agr. Dev.","Planet","2016-07-05","A","000152409 | Aniceto Timoteo Bila ~",0,0,"Angola","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Aniceto Timoteo Bila","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.900",0,21.63,21.63,"30.900","  NA",0,21.63,21.63,0,0,0,70,0,70,NA,NA,NA
NA,"AECC2-AFE","FY17","Bank Approved","Assessed","P157114","DRC - Urban Development Project AF","Planet","2017-05-04","A","000250580 | Mahine Diop ~",0,0,"Congo, Democratic Republic of","Firm","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFE","AECC2","IAEU2","Infrastructure - AFE Urban DRM 1","Mahine Diop","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.950",1.755,0,1.755,"  NA","1.950",0,0,0,1.755,1.755,0,0,90,90,NA,NA,NA
NA,"AECC2-AFE","FY17","Bank Approved","Assessed","P159037","DRC AG rehab & Recovery AF","Planet","2017-03-22","A","000149572 | Nora Kaoues ~ 000147161 | Amadou Oumar Ba",0,0,"Congo, Democratic Republic of","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Nora Kaoues","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.616",22.653,16.809,39.462,"  NA","52.616",0,0,0,22.653,39.462,16.809,0,75,75,NA,NA,NA
NA,"AECC2-AFE","FY17","Bank Approved","Assessed","P161447","Agro-Pastoral Prod. and Markets Dev.","Planet","2016-12-15","A","000463165 | Chakib Jenane ~ 000271936 | Omar Lyasse ~ 000087520 | Juvenal Nzambimana ~",0,0,"Burundi","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Chakib Jenane","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.571",10.5887,4.554,15.1427,"  NA","60.571",0,0,0,10.5887,15.1427,4.554,0,25,25,NA,NA,NA
NA,"AECC2-AFE","FY16","","Assessed","P151869","Burundi Coffee Sector Competitiveness Project","Planet","2016-06-17","A","000250111 | Benjamin Billard ~ 000108847 | Amadou Alassane",0,0,"Burundi","","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFR","AECC2","SAEA2","Agriculture and Food PG AFR2","Benjamin Billard","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.490",4.334,16.8355,21.1695,"  NA","38.490",0,0,0,4.334,21.1695,16.8355,0,55,55,NA,NA,NA
NA,"AECC2-AFE","FY16","","Assessed","P155266","DRC Urban Water Supply Project Additional Financing and Rest","Planet","2016-02-25","A","000266120 | Madio Fall ~",0,0,"Congo, Democratic Republic of","","Water","Investment","No","Soma Ghosh Moulik","AFR","AECC2","SAEW2","Water Africa 3","Madio Fall","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,166,166,NA,NA,NA
NA,"AECC2-AFE","FY15","","Assessed","P152903","Reinsertion and Reintegration Project","Planet",NA,"A","000395854 | Sophie Christelle Grumelard ~",0,0,"Congo, Democratic Republic of","","Social Urban Rural and Resilience","Investment","No","Varalakshmi Vemuru","AFR","AECC2","SAES3-HIS","Social AFR 3","Sophie Christelle Grumelard","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,15,15,NA,NA,NA
NA,"AECC2-AFE","FY13","","Assessed","P124720","DRC Western Growth Poles Project","Planet",NA,"A","000340063 | Milaine Rossanaly ~",0,0,"Congo, Democratic Republic of","","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFR","AECC2","SAEA2","Agriculture and Food PG AFR2","Milaine Rossanaly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,110,110,NA,NA,NA
NA,"AECC2-AFE","FY13","","Assessed","P129713","DRC Urban Development Project","Planet",NA,"A","000273797 | Christian Vang Eghoff ~ 000317947 | Jean Mabi Mulumba",0,0,"Congo, Democratic Republic of","","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFR","AECC2","IAEU2","Infrastructure - AFE Urban DRM 1","Christian Vang Eghoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,100,100,NA,NA,NA
NA,"AECC2-AFE","FY12","","Assessed","P127262","BI:AF Public Works and Urban Management","Planet",NA,"A","000254097 | Deo-Marcel Niyungeko ~",0,0,"Burundi","","Social Urban Rural and Resilience","Investment","No","Sameh Naguib Wahba","AFR","AECC2","GSURR-HIS","HIS-Urban, Rural & Soc Dev - GP","Deo-Marcel Niyungeko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,15,15,NA,NA,NA
NA,"AECC2-AFE","FY11","","Assessed","P124511","AO-Water Sector Inst Dvlp AF (PDISA-AF)","Planet",NA,"A","000380782 | Camilo Lombana Cordoba ~",0,0,"Angola","","Water","Investment","No","Soma Ghosh Moulik","AFR","AECC2","SAEW2","Water Africa 3","Camilo Lombana Cordoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,120,120,NA,NA,NA
NA,"AECC2-AFE","FY21","Bank Approved","Assessed","P169021","National Agriculture Development Program","Planet","2021-06-25","A","000576886 | Guyslain Kayembe Ngeleza ~ 000250111 | Benjamin Billard",0,0,"Congo, Democratic Republic of","Firm","Agriculture and Food","IPF","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Guyslain Kayembe Ngeleza","Yes","Yes","Yield of maize from incorporating climate-smart agricultural practices/technologies (Percentage)","Yes","Y","15","806,445","-490,810","-7,362,152","GHG data finalized","62.500",238.1,74.4,312.5,"  NA","62.500",0,0,0,238.1,312.5,74.4,0,500,500,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P177004","Climate Resilience and Water Security in Angola-RECLIMA","Planet","2022-03-30","A","000316880 | Berta Adelaide Da Silva Macheve ~ 000395117 | Marco Antonio Aguero",0,0,"Angola","Firm","Water","IPF","No","Soma Ghosh Moulik","AFE","AECC2","SAEW2","Water Africa 3","Berta Adelaide Da Silva Macheve","Yes","Yes","Number of Municipalities with operational Municipal Water Plans, developed through participatory processes (citizen engagement), that include climate risk identification and contingency measures. (Number)","Yes","Y","30.00027638","996,291","-32,257","-967,719","GHG data finalized","54.280",144.32,18.52,162.84,"54.280","  NA",144.32,162.84,18.52,0,0,0,300,0,300,NA,NA,NA
NA,"AECC2-AFE","FY22","Bank Approved","Assessed","P177305","Smallholder Agricultural Transformation Project","Planet","2022-06-16","A","000465118 | Julia Isabel Navarro Espinal ~ 000395117 | Marco Antonio Aguero",0,0,"Angola","Firm","Agriculture and Food","IPF","No","Elliot Wamboka Mghenyi","AFE","AECC2","SAEA2","Agriculture and Food PG AFR2","Julia Isabel Navarro Espinal","Yes","Yes","Number of smallholder farmers adopting improved and climate smart agriculture and livestock technologies (% of which are women) (Number) [Percentage of which are women]","Yes","Y","20","3,168,987","-184,514","-3,690,288","GHG data finalized","59.743",113.54,65.69,179.23,"59.743","  NA",113.54,179.23,65.69,0,0,0,300,0,300,NA,NA,NA
NA,"AECC2-AFE","FY18","Bank Approved","Assessed","P155060","Local Development for Jobs Project","Prosperity","2017-08-22","A","000196934 | Magueye Dia ~ 000273797 | Christian Vang Eghoff ~ 000500137 | Nadia Nintunze ~",0,0,"Burundi","Firm","Finance Competitiveness and Innovation","Investment","No","Consolate K. Rusagara","AFE","AECC2","EAEF2","Prosperity-AFE-FCI-Finance-2","Magueye Dia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,50,50,NA,NA,NA
NA,"AECC2-AFE","FY18","Bank Approved","Assessed","P161707","2nd Strengthening Growth & Fiscal Policy Development Policy Financing","Prosperity","2018-05-18","A","000377165 | Rafael Chelles Barroso ~",0,0,"Sao Tome and Principe","Firm","Macroeconomics Trade and Investment","DPO","No","Abha Prasad","AFE","AECC2","EAEM1","Prosperity-AFE-Econ Policy-1","Rafael Chelles Barroso","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,6,6,NA,NA,NA
NA,"AECC2-AFE","FY18","Bank Approved","Assessed","P162129","Sao Tome and Principe: Institutional Capacity Building Project","Prosperity","2018-05-18","A","000544669 | Delfim Mampassi E Martins Mawete ~ 000560624 | Mohamed Ould Abdallah Boly ~ 000386857 | Belisario Alexandre Carvalheda Dos Santos ~",0,0,"Sao Tome and Principe","Firm","Finance Competitiveness and Innovation","Investment","No","Consolate K. Rusagara","AFE","AECC2","EAEF2","Prosperity-AFE-FCI-Finance-2","Delfim Mampassi E Martins Mawete","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,12,12,NA,NA,NA
NA,"AECC2-AFE","FY18","Begin Negotiation","Assessed","P164728","Africa Region - Improved Investment Climate within the Organization for the Harmonization of Business Laws in Africa (OHADA) AF","Prosperity","2018-06-08","A","000196934 | Magueye Dia ~",0,0,"Africa","Firm","Finance Competitiveness and Innovation","Investment","No","Leonardo Iacovone","AFE","AECC2","EAWF2","Prosperity-AFW-FCI-Finance-2","Magueye Dia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,15,15,NA,NA,NA
